rank,username,score,gold,rares,epics,legendaries,userid
1564,Gobs689,0.0,0.0,151,42,12,8195924447
1565,Alex_Zarakovskiy,0.0,0.0,42,14,4,859627010
1566,babyrz5,0.0,0.0,89,35,11,7091105258
1567,坂下俊次,0.0,0.0,10,4,1,line:U9267db86aa758458c33f0134d3d5a576
1568,SVD,0.0,0.0,32,15,3,line:U4f7f2fed614c3f65f5b101e33b4961f8
1569,Teror2,0.0,0.0,41,7,2,412359064
1570,Kucherrrro,0.0,0.0,174,59,12,1102833966
1571,dfilipenko2005,0.0,0.0,14,5,1,753679733
1572,steel_man568,0.0,0.0,33,11,1,7996431060
1573,Otsociti777,0.0,0.0,9,1,0,1039923703
1574,phayu94,0.0,0.0,258,100,22,1122604751
1575,bakhteevrr,0.0,0.0,26,13,1,1039978897
1576,Ash,0.0,0.0,15,9,1,line:U2880718d07c261c920085e6fb468b8da
1577,Amirh0,0.0,0.0,308,107,25,92723840
1578,omcam,0.0,0.0,4,1,0,line:Ucf7cae59e9aa52a3aaed65e678c34177
1579,Reik,0.0,0.0,58,25,2,line:Uc1445bb25a16eebe398904559ba19915
1580,7410934037,0.0,0.0,176,70,9,7410934037
1581,Masaki Tanaka,0.0,0.0,32,11,2,line:Ub57e6b29428996ef967967236d2c4380
1582,ValeraPan,0.0,0.0,8,2,0,673613521
1583,a_live_woman,0.0,0.0,4,1,0,696025427
1584,Vitalii_Chaika20,0.0,0.0,24,10,1,1687902547
1585,Makspetruk,0.0,0.0,108,30,7,6611686260
1586,Pham Thang,0.0,0.0,4,0,1,line:Ud0ca6788f544c269df5b89244d390af3
1587,ハギネズミ,0.0,0.0,6,4,0,line:U1e2a50b75e82b0477c9a4a4cbdc34001
1588,oXXXpa1927,0.0,0.0,4,1,0,272160864
1589,Y2-design,0.0,0.0,12,8,0,line:Ue5cffa570698b2a44694a4e69e1f751c
1590,♨けいた,0.0,0.0,19,5,1,line:U975c684384f7e938d027147b0b74050f
1591,shartinih,0.0,0.0,100,32,8,7082101297
1592,bFRuaW,0.0,0.0,101,36,13,6441887311
1593,kleopatra1986,0.0,0.0,5,2,3,1963894317
1594,ヤマウチ,0.0,0.0,75,28,7,line:U5baa392a70fccbc6dd820c4a1f3bf76d
1595,MarynaLes,0.0,0.0,119,41,10,694231039
1596,JesterrBlackC,0.0,0.0,67,22,6,7068627922
1597,DjabaEmha,0.0,0.0,10,2,3,45123447
1598,Surprise ,0.0,0.0,60,21,4,line:U7a93004f8a699e77c32901adbbc2b84e
1599,Tsvetkov1327,0.0,0.0,18,10,2,310417517
1600,maslena92,0.0,0.0,58,21,1,109588940
1601,KaitooHx,0.0,0.0,54,27,4,7392755271
1602,snow_hello,0.0,0.0,25,8,2,7396023964
1603,yseki,0.0,0.0,36,16,3,line:U8ad2b9ebdbe583ca29b8fc17d90a2229
1604,ollec06,0.0,0.0,87,42,6,5734339216
1605,Luc,0.0,0.0,42,9,4,line:Uca9274a168ff99146525a33f34e6ffdf
1606,ccmkvn,0.0,0.0,3,2,0,7737296083
1607,沐修,0.0,0.0,49,7,4,line:Ub260864aa7da5dc5c954832ef46dbd5a
1608,OGIN,0.0,0.0,35,15,5,line:U1e2d0bd16df37890da26b04f468292f4
1609,SM210477,0.0,0.0,29,3,3,1283171561
1610,2019660158,0.0,0.0,29,6,0,2019660158
1611,RitsuuHaa,0.0,0.0,69,14,2,7258385714
1612,sucrs3,0.0,0.0,143,49,8,7183114516
1613,Solar,0.0,0.0,23,6,1,line:Ub00365d475e960c0626f879982fc1576
1614,Kip,0.0,0.0,55,19,6,line:U78155c1703c2abaae5ce82505047ec1b
1615,AntaressA7,0.0,0.0,59,19,7,7046318803
1616,Likepost15,0.0,0.0,62,24,4,7888748766
1617,1124376273,0.0,0.0,40,13,2,1124376273
1618,Ninogaganidze,0.0,0.0,24,10,1,1956249887
1619,Saeed,0.0,0.0,41,16,3,line:U17b1bb28b448d68f4a3f3de7401d766e
1620,Vladimir1_8,0.0,0.0,9,1,0,1675383845
1621,YSYS124,0.0,0.0,15,5,0,570094721
1622,moskva3,0.0,0.0,12,3,0,262133030
1623,melnikovdima82,0.0,0.0,3,1,1,50713794
1624,anton3004,0.0,0.0,7,2,1,444114503
1625,getgem_scout,0.0,0.0,147,43,15,453173351
1626,ぴち,0.0,0.0,61,20,4,line:U5a2a57159ba68342dfb9d761930fe9a3
1627,RYO,0.0,0.0,27,17,1,line:U1742b46897d8733987448d9255982c03
1628,bronk43,0.0,0.0,50,11,4,7003498824
1629,7775813875,0.0,0.0,54,18,3,7775813875
1630,M9TOCHKA,0.0,0.0,4,1,0,274884801
1631,dvarbanets,0.0,0.0,68,30,2,885622962
1632,7360506647,0.0,0.0,27,6,2,7360506647
1633,Ferari047,0.0,0.0,141,48,16,7740314629
1634,samgalka,0.0,0.0,138,48,9,7056923008
1635,yanahrybava,0.0,0.0,26,5,4,1667587222
1636,💙M1💙,0.0,0.0,74,28,3,line:Ub8dd45a02a80e8e540d76a3547f88a8c
1637,vkirill9,0.0,0.0,4,1,0,340238343
1638,Cheehaiya,0.0,0.0,20,15,0,1118355483
1639,charouny,0.0,0.0,54,29,2,484185513
1640,desiyandri,0.0,0.0,60,20,5,7268229478
1641,konpedalniii,0.0,0.0,57,15,3,1250631098
1642,KylianVR,0.0,0.0,76,39,5,7376827324
1643,sjjksjs,0.0,0.0,23,6,1,line:Uae52e3c7b941723de38c4942c43f6edf
1644,sashaYatsyk,0.0,0.0,26,8,1,133334822
1645,Andrey_199507,0.0,0.0,18,6,1,1695255828
1646,Nao,0.0,0.0,44,11,5,line:U2c4c6b25c02c85aefa34641917778a7e
1647,baeksa04,0.0,0.0,4,1,0,6754657147
1648,ewanerik420,0.0,0.0,27,8,0,6822533759
1649,Motorola_V8,0.0,0.0,146,37,12,7402461631
1650,Binskayl,0.0,0.0,17,13,0,line:U02311bdc9f8ed7a1f87e3eb16b995371
1651,Zoroami,0.0,0.0,306,98,21,7368160523
1652,Arkajek,0.0,0.0,12,2,1,5896359937
1653,artem9030,0.0,0.0,5,0,0,6828538858
1654,metros,0.0,0.0,46,12,7,line:U006206fc34c0ec907f5ecd273272cbc5
1655,ttt3124,0.0,0.0,76,22,7,1737934885
1656,saveliy59,0.0,0.0,120,56,4,448715519
1657,Saidjon8585,0.0,0.0,19,4,2,1646937228
1658,Telnar85,0.0,0.0,20,14,1,1024104848
1659,7362764993,0.0,0.0,67,23,5,7362764993
1660,yadirabtc,0.0,0.0,59,23,3,7870911654
1661,Cuttlefish_2037,0.0,0.0,3,2,0,7417314821
1662,Dmitry1509d,0.0,0.0,35,14,1,1567171865
1663,Vladimir_Kochergin1980,0.0,0.0,12,2,1,6596759087
1664,arindammroy,0.0,0.0,63,16,6,680211471
1665,Lukiinas,0.0,0.0,14,3,3,8458472881
1666,Hanskim007,0.0,0.0,16,13,1,560094401
1667,yuri_1203,0.0,0.0,62,17,6,5244044785
1668,KazanGirlTop,0.0,0.0,47,15,3,1057013727
1669,尾越 雄司,0.0,0.0,4,0,1,line:U4fb0053a3a3065cf090b8dfdf571c161
1670,Duway,0.0,0.0,13,7,0,line:U6ee0265ed8a8e51b341ada7b069da9ec
1671,Aizen_04,0.0,0.0,22,12,1,547936572
1672,tongread,0.0,0.0,4,0,1,821419354
1673,MelyOneNik,0.0,0.0,10,4,1,1764264101
1674,Sasram71,0.0,0.0,9,6,0,527654670
1675,RegisTex,0.0,0.0,50,13,7,903360221
1676,kkk,0.0,0.0,60,20,5,line:U646f700fe89be5df031a04024b65116a
1677,khansaii,0.0,0.0,13,2,0,6936314510
1678,crea,0.0,0.0,24,13,3,line:U830948911ae06410dd48b4301daa4996
1679,Choy,0.0,0.0,27,7,1,line:Udebf8410fc1b8b109985d628efae2924
1680,Soborna9,0.0,0.0,33,11,1,6593363320
1681,K,0.0,0.0,50,17,3,line:U6e67a74725a5d5ee75f77f046b2f0357
1682,Ramil_al,0.0,0.0,19,10,1,1676299269
1683,arie,0.0,0.0,71,25,4,line:U78982d0129b7a07b5b1eb0e558f0a529
1684,avaskk,0.0,0.0,22,10,3,1320896653
1685,Kuma560,0.0,0.0,61,31,3,line:Ud2e8e7942506498a5d7d6971eb0bd042
1686,PuwqjU,0.0,0.0,88,45,7,7033824224
1687,KurniaaSari,0.0,0.0,61,21,3,7304798735
1688,erikcma,0.0,0.0,15,4,1,7888293153
1689,boltikova,0.0,0.0,36,19,0,569256146
1690,krPH2,0.0,0.0,20,9,1,line:U9829598341de2bd3323bcdff89015450
1691,Gigo696,0.0,0.0,25,5,0,717348331
1692,TaGalKaung,0.0,0.0,45,12,3,1816562340
1693,idaw02,0.0,0.0,33,7,0,6310352001
1694,UA6NP,0.0,0.0,23,4,3,966454304
1695,yuriydr79,0.0,0.0,65,21,4,427389334
1696,capitanaa7,0.0,0.0,122,41,12,6728844865
1697,cursed_fate,0.0,0.0,12,2,1,459749723
1698,santa4464,0.0,0.0,54,22,4,7004687072
1699,MijumaruYoshi,0.0,0.0,17,7,1,line:U27ca1c111a6e64cf0c4a11076a17a34e
1700,1897557211,0.0,0.0,59,24,2,1897557211
1701,djfoceti,0.0,0.0,3,2,0,968512663
1702,Yura0505,0.0,0.0,3,2,0,2025185029
1703,Vitaly,0.0,0.0,148,59,13,line:U4e5366fa920d9a1d87ec16385ca0556b
1704,Xeny1,0.0,0.0,100,23,7,5156276198
1705,小川敦史,0.0,0.0,24,3,3,line:Uc1f5cbf7b0177401d2e9970cabf4c58a
1706,Alex152311,0.0,0.0,43,14,3,5943269218
1707,Guiaix,0.0,0.0,39,8,3,728286435
1708,1237756105,0.0,0.0,20,9,1,1237756105
1709,AmberStewart03101992,0.0,0.0,51,26,8,8042393685
1710,Flow,0.0,0.0,123,38,9,line:U46d1c6602d636e8dc01b4101f770c3a7
1711,Takashi Kato,0.0,0.0,26,7,2,line:U2bb1ce23fac3ce83c57458814b89af91
1712,Zuneshi,0.0,0.0,13,7,0,7725402384
1713,francois,0.0,0.0,26,13,1,line:Uc0cdfe6e611bda964e2ddf7825a31b93
1714,Kuro2020,0.0,0.0,129,42,9,line:Ubbf3c2b377fd260ff7f52ba2693d31c2
1715,dani,0.0,0.0,117,45,3,line:Uf0aba9873b7870760bd153af1b3f0f9c
1716,kayostars,0.0,0.0,22,13,5,7035312577
1717,gerasim31,0.0,0.0,22,7,1,393156263
1718,dzhey,0.0,0.0,49,11,5,7113946516
1719,7927287610,0.0,0.0,35,11,4,7927287610
1720,nata3949,0.0,0.0,151,49,10,line:U56244ba214d07decafbfe9e7426a6f23
1721,Defs999,0.0,0.0,27,8,0,1004777670
1722,Tariyel,0.0,0.0,38,17,5,line:U90ff31cf3f5484b53c1d9efd07626f6a
1723,te0d0r0,0.0,0.0,65,17,3,5966429631
1724,Cosmo_Imo,0.0,0.0,339,134,27,5732869682
1725,wise79RF,0.0,0.0,26,7,2,1026223523
1726,Dag059506,0.0,0.0,397,159,29,5094991042
1727,Wmkatalizator,0.0,0.0,8,1,1,7061961463
1728,Queshibenshiu,0.0,0.0,62,24,4,6396651288
1729,zeroblockchain,0.0,0.0,9,3,3,230337734
1730,selfwraith,0.0,0.0,15,8,2,641869306
1731,DenadaaZ,0.0,0.0,94,29,2,7356992564
1732,Fgjjfnvmcbtngmgk,0.0,0.0,438,168,24,6093506369
1733,ks_ss_senia,0.0,0.0,26,12,2,494224695
1734,うちとも,0.0,0.0,30,11,4,line:U83b2e15b55ff306851f9af01b6a6b699
1735,SrClaudio0,0.0,0.0,54,20,6,6308810148
1736,Vadoseeek,0.0,0.0,41,12,2,2132316006
1737,strelok2770,0.0,0.0,45,9,1,209271853
1738,nazarbazhaluk,0.0,0.0,6,4,0,582821744
1739,ojong123,0.0,0.0,38,16,1,6961119457
1740,Danissa87,0.0,0.0,63,17,5,7306563482
1741,parashurama1231,0.0,0.0,10,5,0,1863950961
1742,Looking9932,0.0,0.0,420,144,36,7026634013
1743,vipmagnat,0.0,0.0,34,10,1,324604579
1744,MeatyaRRR,0.0,0.0,19,6,0,279378456
1745,ViktOtro,0.0,0.0,21,8,1,1010596987
1746,mr_telekilogram,0.0,0.0,30,13,2,874149696
1747,dave_crn,0.0,0.0,120,41,9,7009448994
1748,LeMoorr,0.0,0.0,4,1,0,492138039
1749,森田耕介,0.0,0.0,21,7,2,line:U0b360c0fae156a8d47485ee2182160de
1750,Михаил,0.0,0.0,60,22,3,line:Uc760a62bc311f2d658a7c218f67e6591
1751,odmen_vz,0.0,0.0,21,4,0,285233117
1752,menghun,0.0,0.0,56,20,4,272484871
1753,Phan Tuan,0.0,0.0,36,12,7,line:Ue24891e97d70de5686e50b3f3dd97d44
1754,jlfc94,0.0,0.0,99,36,10,789878169
1755,salsarafa,0.0,0.0,37,12,1,205665509
1756,AlbertSantos18121992,0.0,0.0,49,15,1,7915690604
1757,dondon_coin,0.0,0.0,35,21,4,5387693655
1758,ZitaandGi,0.0,0.0,167,74,9,2133121268
1759,yk,0.0,0.0,28,11,1,line:U32bd95d3afcf2be40bfe25b00a38e06f
1760,rada_ira_rada,0.0,0.0,59,16,5,659522951
1761,olegio59,0.0,0.0,15,4,1,99380285
1762,Riesling3,0.0,0.0,82,31,7,6147813969
1763,Maxyjrs,0.0,0.0,87,34,4,6598439813
1764,Ignaciys,0.0,0.0,4,1,0,273247288
1765,victortiz0,0.0,0.0,135,44,6,14677544
1766,Legessss,0.0,0.0,28,11,1,647024131
1767,taqqoosaka,0.0,0.0,39,18,3,5207196849
1768,Oziinill,0.0,0.0,250,98,17,5291224325
1769,leynn2024,0.0,0.0,110,53,12,5718943906
1770,Friedrich Phan ,0.0,0.0,76,28,6,line:Ue9062e3902338afc0b0eb3f1d03fdd6b
1771,ミツ,0.0,0.0,29,7,4,line:Ua97e85900355f5156e335066254ae4ab
1772,7395885228,0.0,0.0,42,20,3,7395885228
1773,BLACKDRAGONtg,0.0,0.0,116,44,5,5280903192
1774,佐藤　総一,0.0,0.0,40,12,3,line:Ucb21acd1869bac899af641104eefec7d
1775,u_eth,0.0,0.0,27,7,1,5074245642
1776,zubeyr_muslim,0.0,0.0,88,31,6,1203796843
1777,brainqdead,0.0,0.0,37,8,0,372055503
1778,murakami,0.0,0.0,20,8,2,line:U90494f8dfefa61e8f03865079a4c6bc7
1779,امین,0.0,0.0,46,11,3,line:Ucfe13a435f0177f270167264137c2468
1780,Batushka1488,0.0,0.0,2,2,1,6436979175
1781,出口 Deguchi เดะกุชิ,0.0,0.0,65,16,4,line:Udd8133dfd4cfa02fec5b0245b9978685
1782,6703978224,0.0,0.0,10,3,2,6703978224
1783,Carlos ,0.0,0.0,41,19,5,line:U5c7fa3c0378866d55c5fbc1eee1693c6
1784,T011XA,0.0,0.0,27,6,2,1065914192
1785,Yoshi,0.0,0.0,52,17,1,line:Uc3d1efa2e6cbfa87b8845af6050697a1
1786,Kirill_Elistratow,0.0,0.0,22,6,2,384017638
1787,Manuel Antonio ,0.0,0.0,171,69,5,line:U55b132522a4698bcbd52209abcc267b7
1788,DTL175,0.0,0.0,30,12,8,5271429114
1789,Lorenzo_bob,0.0,0.0,24,10,1,1782435499
1790,Kruegger,0.0,0.0,16,3,1,218876780
1791,7839785659,0.0,0.0,52,19,4,7839785659
1792,kirrillius,0.0,0.0,51,21,3,174732638
1793,max_b85,0.0,0.0,150,55,10,535690536
1794,Alexander_Shikin,0.0,0.0,173,55,12,299990305
1795,kohnem,0.0,0.0,3,1,1,923687926
1796,Gre4kaQn,0.0,0.0,4,0,1,855636598
1797,Artem000_08,0.0,0.0,54,17,4,6963273911
1798,EthereaSkye,0.0,0.0,61,13,1,6197863333
1799,jumpip,0.0,0.0,83,27,5,1020161545
1800,Sofia_Fursova,0.0,0.0,3,2,0,540604482
1801,Valey13,0.0,0.0,3,2,0,471498761
1802,CriptoVSB,0.0,0.0,87,31,7,1593564683
1803,jujunchh,0.0,0.0,97,39,9,6045724002
1804,gusdewa92,0.0,0.0,86,47,7,6636095544
1805,igor_dragun,0.0,0.0,57,22,6,415890025
1806,cicacukaica,0.0,0.0,14,5,1,7965925786
1807,AlekseyNefedov,0.0,0.0,7,3,0,340786565
1808,どんどん,0.0,0.0,50,18,2,line:U696ce2b660220f159fe0652698eed35c
1809,MystBook,0.0,0.0,11,4,0,606697958
1810,mst,0.0,0.0,24,8,3,line:Ud6f412bd80129c0a32415f8938982fa5
1811,7617055114,0.0,0.0,96,31,8,7617055114
1812,menjaw,0.0,0.0,27,10,3,6302344726
1813,Nishanth_Velu,0.0,0.0,32,8,0,939085741
1814,ココ,0.0,0.0,37,6,2,line:Ub1a82b21262eb551cdf9d94e16c2d38b
1815,serventy,0.0,0.0,102,33,5,7962525029
1816,HuracanTerapia,0.0,0.0,29,21,0,497486394
1817,misterxdark,0.0,0.0,8,2,0,7083525432
1818,h1zoro,0.0,0.0,315,110,20,6316188212
1819,Yasihozh,0.0,0.0,156,60,9,7412286875
1820,amiyahar,0.0,0.0,24,10,1,6682388054
1821,leksleksovich,0.0,0.0,4,0,1,542930322
1822,Lusik2,0.0,0.0,183,73,9,460020156
1823,sarinamad,0.0,0.0,31,6,3,6471039901
1824,ArtWasp,0.0,0.0,39,17,4,176336988
1825,8100691461,0.0,0.0,46,13,1,8100691461
1826,YuriiSergi,0.0,0.0,96,31,8,1755907034
1827,susimek,0.0,0.0,22,9,4,6587950065
1828,kaktus_joine,0.0,0.0,100,42,8,301385812
1829,Mesmaeilmohammadi,0.0,0.0,172,68,10,7250139870
1830,samoha1611,0.0,0.0,41,17,2,1307841129
1831,ibxd96,0.0,0.0,26,10,4,365816691
1832,TimTLT,0.0,0.0,52,20,3,1187896467
1833,Fjfjfjfjccc,0.0,0.0,424,127,19,7319962839
1834,imitz,0.0,0.0,27,8,0,line:Ufdc667942d1c6748fd9c6dc70e79103c
1835,Nazarbaeev36,0.0,0.0,181,65,9,810432427
1836,Nishanth Velu,0.0,0.0,49,20,6,line:U7d1a0cf2fae895bcc360e63becd16892
1837,royalexhp,0.0,0.0,26,12,2,1527199056
1838,Tymur_TiM,0.0,0.0,7,2,1,247107340
1839,dpetrakov78,0.0,0.0,49,15,1,56851083
1840,elizium,0.0,0.0,17,7,1,224573
1841,Vitaliy179,0.0,0.0,15,0,0,1145164565
1842,alpetar82,0.0,0.0,35,21,4,827585122
1843,8060747034,0.0,0.0,20,5,0,8060747034
1844,nastealittle,0.0,0.0,39,10,1,1307951914
1845,Erick John Gamo,0.0,0.0,13,2,0,line:U3b3c49161cb9757b66353b12b16d61f5
1846,はーめ,0.0,0.0,38,11,6,line:Uf92e2c0be87a3d0249a63bd61680dc3c
1847,Erastus_Biabo,0.0,0.0,4,1,0,6918215928
1848,requert,0.0,0.0,3,2,0,2014938371
1849,AL_gray,0.0,0.0,9,5,1,664354166
1850,HuIik,0.0,0.0,303,102,20,373654766
1851,Raptr2,0.0,0.0,54,24,2,439553256
1852,anatoliyzabila,0.0,0.0,43,16,6,649892024
1853,MaryMil37608195,0.0,0.0,152,50,13,5016234033
1854,FriendlyOo,0.0,0.0,3,2,0,6207868730
1855,icetar,0.0,0.0,16,12,2,5634617861
1856,stataki74,0.0,0.0,81,26,3,5147813680
1857,life_debug_config,0.0,0.0,56,17,7,511481747
1858,Artem000_09,0.0,0.0,47,20,3,7114482651
1859,Sven,0.0,0.0,22,7,1,line:Ub5e0a451da262aacb31ed969c3f860df
1860,Buggor73,0.0,0.0,32,8,0,1876905031
1861,RRJSB,0.0,0.0,79,25,6,7195933882
1862,nonyabeeswax12,0.0,0.0,37,14,4,7295183730
1863,dmitrii1510,0.0,0.0,32,17,6,2133736270
1864,8042028893,0.0,0.0,5,0,0,8042028893
1865,SantoryuU3,0.0,0.0,42,15,3,1162798851
1866,Ubin,0.0,0.0,17,10,3,line:Ub5f3a2481dd50133471093a8abcc1377
1867,りゅう,0.0,0.0,28,9,3,line:U45dd8fdb875b45aeec467aee75152185
1868,Tamago4,0.0,0.0,29,9,2,line:U79387f7afdcd9e40110e4e97956f3dba
1869,dimesh76,0.0,0.0,120,44,6,438159110
1870,zen_serg,0.0,0.0,73,23,9,567477719
1871,Artem_Chebotarev2024,0.0,0.0,74,27,9,5282570639
1872,sskeymoon,0.0,0.0,41,16,3,6026195840
1873,EduardR12,0.0,0.0,29,10,1,955360497
1874,Suguru Hirokawa,0.0,0.0,10,4,1,line:Ue2d73f8e47af2c504b9f1e8b5704738f
1875,Mayumi,0.0,0.0,37,17,1,line:Ue24c358a6c67c695aaac5a5b5aecc019
1876,"Yoko,A",0.0,0.0,37,15,3,line:U2c9ca8212895296796ca71b7961737ad
1877,BossevichT,0.0,0.0,18,6,1,525798824
1878,6970076277,0.0,0.0,89,29,7,6970076277
1879,BRielan,0.0,0.0,129,46,5,2055413812
1880,konstantin197500,0.0,0.0,29,9,2,5548904357
1881,joseph,0.0,0.0,6,4,0,line:U756affeb96a43bbd2950bba6f6dfc34c
1882,Dmitriy8778,0.0,0.0,233,93,14,465444742
1883,TuckerNot,0.0,0.0,31,6,3,6337011469
1884,eMedok,0.0,0.0,12,8,0,880471196
1885,7576246986,0.0,0.0,63,31,1,7576246986
1886,西野 雄祐,0.0,0.0,39,5,1,line:U7fdbe3d8c7e0b7eeecda3308a3617ce1
1887,FIA_L_K_A,0.0,0.0,73,24,3,1459812830
1888,ivanke9000,0.0,0.0,69,28,8,7100693230
1889,LyraDamnedIce,0.0,0.0,28,5,2,214717493
1890,groomko,0.0,0.0,4,1,0,351154362
1891,ProKiliC,0.0,0.0,24,8,3,637927622
1892,Zhuck,0.0,0.0,28,11,1,line:U7ae547a1f61179f19dae3ff6517d6192
1893,7208344656,0.0,0.0,51,27,7,7208344656
1894,TrafalgarLow33,0.0,0.0,24,9,2,6987945700
1895,Gargamel57,0.0,0.0,12,11,2,563288711
